Context;Instance;Reference;ar;es;it;nb;pl;pt;ru;zh;en;fr
ReportViewName;"\work\6.0\popol\Nouveau rapport4.srex";"Chart Plotly";;;;;;;;;;
ReportViewName;"\work\6.0\popol\Nouveau rapport4.srex";"Data Table";;;;;;;;;;
ReportOutputName;"\work\6.0\popol\Nouveau rapport4.srex";"output (Folder Device)";;;;;;;;;;
ReportDisplayName;"\work\6.0\restr\Common Restrictions 2 models.srex";"Common Restrictions 2 models";;;;;;;;;;
ReportViewName;"\work\6.0\restr\Common Restrictions 2 models.srex";"SQL view";;;;;;;;;;
ReportViewName;"\work\6.0\restr\Common Restrictions 2 models.srex";"SQL Model";;;;;;;;;;
ReportViewName;"\work\6.0\restr\Common Restrictions 2 models.srex";"Model Container";;;;;;;;;;
ReportViewName;"\work\6.0\restr\Common Restrictions 2 models.srex";"Page Table";;;;;;;;;;
ReportViewName;"\work\6.0\restr\Common Restrictions 2 models.srex";"Chart JS";;;;;;;;;;
ReportViewName;"\work\6.0\restr\Common Restrictions 2 models.srex";"Chart NVD3";;;;;;;;;;
ReportViewName;"\work\6.0\restr\Common Restrictions 2 models.srex";"Chart Plotly";;;;;;;;;;
ReportViewName;"\work\6.0\restr\Common Restrictions 2 models.srex";"Data Table";;;;;;;;;;
ReportViewName;"\work\6.0\restr\Common Restrictions 2 models.srex";"Highlights";;;;;;;;;;
ReportViewName;"\work\6.0\restr\Common Restrictions 2 models.srex";"SQL Model - 2";;;;;;;;;;
ReportViewName;"\work\6.0\restr\Common Restrictions 2 models.srex";"Model Container";;;;;;;;;;
ReportViewName;"\work\6.0\restr\Common Restrictions 2 models.srex";"Page Table";;;;;;;;;;
ReportViewName;"\work\6.0\restr\Common Restrictions 2 models.srex";"Chart JS";;;;;;;;;;
ReportViewName;"\work\6.0\restr\Common Restrictions 2 models.srex";"Chart NVD3";;;;;;;;;;
ReportViewName;"\work\6.0\restr\Common Restrictions 2 models.srex";"Chart Plotly";;;;;;;;;;
ReportViewName;"\work\6.0\restr\Common Restrictions 2 models.srex";"Data Table";;;;;;;;;;
ReportDisplayName;"\work\6.0\restr\enum category.srex";"enum category";;;;;;;;;;
ReportViewName;"\work\6.0\restr\enum category.srex";"View";;;;;;;;;;
ReportViewName;"\work\6.0\restr\enum category.srex";"Model";;;;;;;;;;
ReportViewName;"\work\6.0\restr\enum category.srex";"Model Container";;;;;;;;;;
ReportViewName;"\work\6.0\restr\enum category.srex";"Page Table";;;;;;;;;;
ReportViewName;"\work\6.0\restr\enum category.srex";"Chart JS";;;;;;;;;;
ReportViewName;"\work\6.0\restr\enum category.srex";"Chart NVD3";;;;;;;;;;
ReportViewName;"\work\6.0\restr\enum category.srex";"Chart Plotly";;;;;;;;;;
ReportViewName;"\work\6.0\restr\enum category.srex";"Data Table";;;;;;;;;;
ReportViewName;"\work\6.0\restr\enum category.srex";"Restrictions";;;;;;;;;;
ReportDisplayName;"\work\6.0\restr\restriction view 2 refs bug init.srex";"restriction view 2 refs bug init";;;;;;;;;;
ReportViewName;"\work\6.0\restr\restriction view 2 refs bug init.srex";"View";;;;;;;;;;
ReportViewName;"\work\6.0\restr\restriction view 2 refs bug init.srex";"Tab Control";;;;;;;;;;
ReportViewName;"\work\6.0\restr\restriction view 2 refs bug init.srex";"Tab Page";;;;;;;;;;
ReportViewName;"\work\6.0\restr\restriction view 2 refs bug init.srex";"Container";;;;;;;;;;
ReportViewName;"\work\6.0\restr\restriction view 2 refs bug init.srex";"Model1";;;;;;;;;;
ReportViewName;"\work\6.0\restr\restriction view 2 refs bug init.srex";"Model Container";;;;;;;;;;
ReportViewName;"\work\6.0\restr\restriction view 2 refs bug init.srex";"Page Table";;;;;;;;;;
ReportViewName;"\work\6.0\restr\restriction view 2 refs bug init.srex";"Chart JS";;;;;;;;;;
ReportViewName;"\work\6.0\restr\restriction view 2 refs bug init.srex";"Chart NVD3";;;;;;;;;;
ReportViewName;"\work\6.0\restr\restriction view 2 refs bug init.srex";"Chart Plotly";;;;;;;;;;
ReportViewName;"\work\6.0\restr\restriction view 2 refs bug init.srex";"Data Table";;;;;;;;;;
ReportViewName;"\work\6.0\restr\restriction view 2 refs bug init.srex";"Restrictions";;;;;;;;;;
ReportViewName;"\work\6.0\restr\restriction view 2 refs bug init.srex";"Tab Page2";;;;;;;;;;
ReportViewName;"\work\6.0\restr\restriction view 2 refs bug init.srex";"Container - Copy";;;;;;;;;;
ReportViewName;"\work\6.0\restr\restriction view 2 refs bug init.srex";"Model2";;;;;;;;;;
ReportViewName;"\work\6.0\restr\restriction view 2 refs bug init.srex";"Model Container";;;;;;;;;;
ReportViewName;"\work\6.0\restr\restriction view 2 refs bug init.srex";"Page Table";;;;;;;;;;
ReportViewName;"\work\6.0\restr\restriction view 2 refs bug init.srex";"Chart JS";;;;;;;;;;
ReportViewName;"\work\6.0\restr\restriction view 2 refs bug init.srex";"Chart NVD3";;;;;;;;;;
ReportViewName;"\work\6.0\restr\restriction view 2 refs bug init.srex";"Chart Plotly";;;;;;;;;;
ReportViewName;"\work\6.0\restr\restriction view 2 refs bug init.srex";"Data Table";;;;;;;;;;
ReportViewName;"\work\6.0\restr\restriction view 2 refs bug init.srex";"Restrictions";;;;;;;;;;
ReportDisplayName;"\work\6.0\restr\restriction view 2 refs.srex";"restriction view 2 refs";;;;;;;;;;
ReportViewName;"\work\6.0\restr\restriction view 2 refs.srex";"View";;;;;;;;;;
ReportViewName;"\work\6.0\restr\restriction view 2 refs.srex";"Tab Control";;;;;;;;;;
ReportViewName;"\work\6.0\restr\restriction view 2 refs.srex";"Tab Page";;;;;;;;;;
ReportViewName;"\work\6.0\restr\restriction view 2 refs.srex";"Container";;;;;;;;;;
ReportViewName;"\work\6.0\restr\restriction view 2 refs.srex";"Model1";;;;;;;;;;
ReportViewName;"\work\6.0\restr\restriction view 2 refs.srex";"Model Container";;;;;;;;;;
ReportViewName;"\work\6.0\restr\restriction view 2 refs.srex";"Page Table";;;;;;;;;;
ReportViewName;"\work\6.0\restr\restriction view 2 refs.srex";"Chart JS";;;;;;;;;;
ReportViewName;"\work\6.0\restr\restriction view 2 refs.srex";"Chart NVD3";;;;;;;;;;
ReportViewName;"\work\6.0\restr\restriction view 2 refs.srex";"Chart Plotly";;;;;;;;;;
ReportViewName;"\work\6.0\restr\restriction view 2 refs.srex";"Data Table";;;;;;;;;;
ReportViewName;"\work\6.0\restr\restriction view 2 refs.srex";"Restrictions";;;;;;;;;;
ReportViewName;"\work\6.0\restr\restriction view 2 refs.srex";"Tab Page2";;;;;;;;;;
ReportViewName;"\work\6.0\restr\restriction view 2 refs.srex";"Container - Copy";;;;;;;;;;
ReportViewName;"\work\6.0\restr\restriction view 2 refs.srex";"Model2";;;;;;;;;;
ReportViewName;"\work\6.0\restr\restriction view 2 refs.srex";"Model Container";;;;;;;;;;
ReportViewName;"\work\6.0\restr\restriction view 2 refs.srex";"Page Table";;;;;;;;;;
ReportViewName;"\work\6.0\restr\restriction view 2 refs.srex";"Chart JS";;;;;;;;;;
ReportViewName;"\work\6.0\restr\restriction view 2 refs.srex";"Chart NVD3";;;;;;;;;;
ReportViewName;"\work\6.0\restr\restriction view 2 refs.srex";"Chart Plotly";;;;;;;;;;
ReportViewName;"\work\6.0\restr\restriction view 2 refs.srex";"Data Table";;;;;;;;;;
ReportViewName;"\work\6.0\restr\restriction view 2 refs.srex";"Restrictions";;;;;;;;;;
ReportDisplayName;"\work\6.0\restr\test input restrictions.srex";"test input restrictions";;;;;;;;;;
ReportViewName;"\work\6.0\restr\test input restrictions.srex";"View";;;;;;;;;;
ReportViewName;"\work\6.0\restr\test input restrictions.srex";"Model";;;;;;;;;;
ReportViewName;"\work\6.0\restr\test input restrictions.srex";"Model Container";;;;;;;;;;
ReportViewName;"\work\6.0\restr\test input restrictions.srex";"Page Table";;;;;;;;;;
ReportViewName;"\work\6.0\restr\test input restrictions.srex";"Chart JS";;;;;;;;;;
ReportViewName;"\work\6.0\restr\test input restrictions.srex";"Chart NVD3";;;;;;;;;;
ReportViewName;"\work\6.0\restr\test input restrictions.srex";"Chart Plotly";;;;;;;;;;
ReportViewName;"\work\6.0\restr\test input restrictions.srex";"Data Table";;;;;;;;;;
ReportDisplayName;"\work\6.0\sched\Nouveau rapport.srex";"Nouveau rapport";;;;;;;;;;
ReportViewName;"\work\6.0\sched\Nouveau rapport.srex";"View";;;;;;;;;;
ReportViewName;"\work\6.0\sched\Nouveau rapport.srex";"Model";;;;;;;;;;
ReportViewName;"\work\6.0\sched\Nouveau rapport.srex";"Model Container";;;;;;;;;;
ReportViewName;"\work\6.0\sched\Nouveau rapport.srex";"Page Table";;;;;;;;;;
ReportViewName;"\work\6.0\sched\Nouveau rapport.srex";"Chart JS";;;;;;;;;;
ReportViewName;"\work\6.0\sched\Nouveau rapport.srex";"Chart NVD3";;;;;;;;;;
ReportViewName;"\work\6.0\sched\Nouveau rapport.srex";"Chart Plotly";;;;;;;;;;
ReportViewName;"\work\6.0\sched\Nouveau rapport.srex";"Data Table";;;;;;;;;;
ReportOutputName;"\work\6.0\sched\Nouveau rapport.srex";"output (Folder Device) xlsx";;;;;;;;;;
ReportOutputName;"\work\6.0\sched\Nouveau rapport.srex";"output (Folder Device) pdf zip";;;;;;;;;;
ReportOutputName;"\work\6.0\sched\Nouveau rapport.srex";"output (FTP Device)_pdf_zip";;;;;;;;;;
ReportOutputName;"\work\6.0\sched\Nouveau rapport.srex";"output (TEST_GMAIL) pdf zip";;;;;;;;;;
ReportOutputName;"\work\6.0\sched\Nouveau rapport.srex";"output (Folder Device)";;;;;;;;;;
ReportOutputName;"\work\6.0\sched\Nouveau rapport.srex";"output (Folder Device) - htm zip";;;;;;;;;;
ReportOutputName;"\work\6.0\sched\Nouveau rapport.srex";"output (Folder Device) - pdf";;;;;;;;;;
ReportOutputName;"\work\6.0\sched\Nouveau rapport.srex";"output (TEST_GMAIL) xlsx";;;;;;;;;;
ReportOutputName;"\work\6.0\sched\Nouveau rapport.srex";"output (TEST_GMAIL) htm";;;;;;;;;;
ReportDisplayName;"\work\6.0\sched\output.srex";"output";;;;;;;;;;
ReportViewName;"\work\6.0\sched\output.srex";"View";;;;;;;;;;
ReportViewName;"\work\6.0\sched\output.srex";"Modèle";;;;;;;;;;
ReportViewName;"\work\6.0\sched\output.srex";"Model Container";;;;;;;;;;
ReportViewName;"\work\6.0\sched\output.srex";"Page Table";;;;;;;;;;
ReportViewName;"\work\6.0\sched\output.srex";"Chart JS";;;;;;;;;;
ReportViewName;"\work\6.0\sched\output.srex";"Chart NVD3";;;;;;;;;;
ReportViewName;"\work\6.0\sched\output.srex";"Chart Plotly";;;;;;;;;;
ReportViewName;"\work\6.0\sched\output.srex";"Data Table";;;;;;;;;;
ReportOutputName;"\work\6.0\sched\output.srex";"Destination (SFTP Device)";;;;;;;;;;
ReportDisplayName;"\work\6.0\sched\test ftps.srex";"test ftps";;;;;;;;;;
ReportViewName;"\work\6.0\sched\test ftps.srex";"View";;;;;;;;;;
ReportViewName;"\work\6.0\sched\test ftps.srex";"Modèle";;;;;;;;;;
ReportViewName;"\work\6.0\sched\test ftps.srex";"Model Container";;;;;;;;;;
ReportViewName;"\work\6.0\sched\test ftps.srex";"Page Table";;;;;;;;;;
ReportViewName;"\work\6.0\sched\test ftps.srex";"Chart JS";;;;;;;;;;
ReportViewName;"\work\6.0\sched\test ftps.srex";"Chart NVD3";;;;;;;;;;
ReportViewName;"\work\6.0\sched\test ftps.srex";"Chart Plotly";;;;;;;;;;
ReportViewName;"\work\6.0\sched\test ftps.srex";"Data Table";;;;;;;;;;
ReportOutputName;"\work\6.0\sched\test ftps.srex";"Destination (TEST_GMAIL)";;;;;;;;;;
ReportDisplayName;"\work\6.0\sched\test sched.srex";"test sched";;;;;;;;;;
ReportViewName;"\work\6.0\sched\test sched.srex";"View";;;;;;;;;;
ReportViewName;"\work\6.0\sched\test sched.srex";"Model";;;;;;;;;;
ReportViewName;"\work\6.0\sched\test sched.srex";"Model Container";;;;;;;;;;
ReportViewName;"\work\6.0\sched\test sched.srex";"Page Table";;;;;;;;;;
ReportViewName;"\work\6.0\sched\test sched.srex";"Chart JS";;;;;;;;;;
ReportViewName;"\work\6.0\sched\test sched.srex";"Chart NVD3";;;;;;;;;;
ReportViewName;"\work\6.0\sched\test sched.srex";"Chart Plotly";;;;;;;;;;
ReportViewName;"\work\6.0\sched\test sched.srex";"Data Table";;;;;;;;;;
ReportOutputName;"\work\6.0\sched\test sched.srex";"output (Folder Device)";;;;;;;;;;
ReportOutputName;"\work\6.0\sched\test sched.srex";"output (SFTP)";;;;;;;;;;
ReportOutputName;"\work\6.0\sched\test sched.srex";"output (SCP)";;;;;;;;;;
ReportOutputName;"\work\6.0\sched\test sched.srex";"output (FTP)";;;;;;;;;;
ReportOutputName;"\work\6.0\sched\test sched.srex";"output (TEST_GMAIL)";;;;;;;;;;
ReportDisplayName;"\work\6.0\sched\Test SQL Source - Excel and CSV Sources.srex";"Test SQL Source - Excel and CSV Sources";;;;;;;;;;
ReportViewName;"\work\6.0\sched\Test SQL Source - Excel and CSV Sources.srex";"view";;;;;;;;;;
ReportViewName;"\work\6.0\sched\Test SQL Source - Excel and CSV Sources.srex";"Highlights";;;;;;;;;;
ReportViewName;"\work\6.0\sched\Test SQL Source - Excel and CSV Sources.srex";"Tab Control";;;;;;;;;;
ReportViewName;"\work\6.0\sched\Test SQL Source - Excel and CSV Sources.srex";"Excel";;;;;;;;;;
ReportViewName;"\work\6.0\sched\Test SQL Source - Excel and CSV Sources.srex";"Excel model";;;;;;;;;;
ReportViewName;"\work\6.0\sched\Test SQL Source - Excel and CSV Sources.srex";"Model Container";;;;;;;;;;
ReportViewName;"\work\6.0\sched\Test SQL Source - Excel and CSV Sources.srex";"Page Table";;;;;;;;;;
ReportViewName;"\work\6.0\sched\Test SQL Source - Excel and CSV Sources.srex";"Chart JS";;;;;;;;;;
ReportViewName;"\work\6.0\sched\Test SQL Source - Excel and CSV Sources.srex";"Chart NVD3";;;;;;;;;;
ReportViewName;"\work\6.0\sched\Test SQL Source - Excel and CSV Sources.srex";"Chart Plotly";;;;;;;;;;
ReportViewName;"\work\6.0\sched\Test SQL Source - Excel and CSV Sources.srex";"Data Table";;;;;;;;;;
ReportViewName;"\work\6.0\sched\Test SQL Source - Excel and CSV Sources.srex";"CSV";;;;;;;;;;
ReportViewName;"\work\6.0\sched\Test SQL Source - Excel and CSV Sources.srex";"CSV model";;;;;;;;;;
ReportViewName;"\work\6.0\sched\Test SQL Source - Excel and CSV Sources.srex";"Model Container";;;;;;;;;;
ReportViewName;"\work\6.0\sched\Test SQL Source - Excel and CSV Sources.srex";"Page Table";;;;;;;;;;
ReportViewName;"\work\6.0\sched\Test SQL Source - Excel and CSV Sources.srex";"Chart JS";;;;;;;;;;
ReportViewName;"\work\6.0\sched\Test SQL Source - Excel and CSV Sources.srex";"Chart NVD3";;;;;;;;;;
ReportViewName;"\work\6.0\sched\Test SQL Source - Excel and CSV Sources.srex";"Chart Plotly";;;;;;;;;;
ReportViewName;"\work\6.0\sched\Test SQL Source - Excel and CSV Sources.srex";"Data Table";;;;;;;;;;
ReportOutputName;"\work\6.0\sched\Test SQL Source - Excel and CSV Sources.srex";"output (Folder Device)";;;;;;;;;;
ReportDisplayName;"\work\Table Editor\edit inline 2.srex";"edit inline 2";;;;;;;;;;
ReportViewName;"\work\Table Editor\edit inline 2.srex";"View";;;;;;;;;;
ReportViewName;"\work\Table Editor\edit inline 2.srex";"Model";;;;;;;;;;
ReportViewName;"\work\Table Editor\edit inline 2.srex";"Data Table Editor Inline";;;;;;;;;;
ReportViewName;"\work\Table Editor\edit inline 2.srex";"Data Table";;;;;;;;;;
ReportViewName;"\work\Table Editor\edit inline 2.srex";"Data Table Editor";;;;;;;;;;
ReportDisplayName;"\work\Table Editor\edit inline.srex";"edit inline";;;;;;;;;;
ReportViewName;"\work\Table Editor\edit inline.srex";"View";;;;;;;;;;
ReportViewName;"\work\Table Editor\edit inline.srex";"Model";;;;;;;;;;
ReportViewName;"\work\Table Editor\edit inline.srex";"Data Table Editor Inline";;;;;;;;;;
ReportViewName;"\work\Table Editor\edit inline.srex";"Data Table";;;;;;;;;;
ReportViewName;"\work\Table Editor\edit inline.srex";"Data Table Editor";;;;;;;;;;
ReportViewName;"\work\Table Editor\edit inline.srex";"Model";;;;;;;;;;
ReportViewName;"\work\Table Editor\edit inline.srex";"Model - Copy";;;;;;;;;;
ReportViewName;"\work\Table Editor\edit inline.srex";"Container";;;;;;;;;;
ReportViewName;"\work\Table Editor\edit inline.srex";"Page Table";;;;;;;;;;
ReportViewName;"\work\Table Editor\edit inline.srex";"Chart JS";;;;;;;;;;
ReportViewName;"\work\Table Editor\edit inline.srex";"Chart NVD3";;;;;;;;;;
ReportViewName;"\work\Table Editor\edit inline.srex";"Chart Plotly";;;;;;;;;;
ReportViewName;"\work\Table Editor\edit inline.srex";"Data Table";;;;;;;;;;
ReportDisplayName;"\work\Table Editor\edit.srex";"edit";;;;;;;;;;
ReportViewName;"\work\Table Editor\edit.srex";"View";;;;;;;;;;
ReportViewName;"\work\Table Editor\edit.srex";"Model";;;;;;;;;;
ReportViewName;"\work\Table Editor\edit.srex";"Data Table Editor";;;;;;;;;;
ReportDisplayName;"\work\_old\07-Outputs and schedules.srex";"07-Outputs and schedules";;;;;;;;;;
ReportViewName;"\work\_old\07-Outputs and schedules.srex";"Sales per year";;;;;;;;;;
ReportViewName;"\work\_old\07-Outputs and schedules.srex";"model";;;;;;;;;;
ReportViewName;"\work\_old\07-Outputs and schedules.srex";"Model Container";;;;;;;;;;
ReportViewName;"\work\_old\07-Outputs and schedules.srex";"Page Table";;;;;;;;;;
ReportViewName;"\work\_old\07-Outputs and schedules.srex";"Chart JS";;;;;;;;;;
ReportViewName;"\work\_old\07-Outputs and schedules.srex";"Chart NVD3";;;;;;;;;;
ReportViewName;"\work\_old\07-Outputs and schedules.srex";"Chart Plotly";;;;;;;;;;
ReportViewName;"\work\_old\07-Outputs and schedules.srex";"Data Table";;;;;;;;;;
ReportOutputName;"\work\_old\07-Outputs and schedules.srex";"HTML file (Folder Device)";;;;;;;;;;
ReportOutputName;"\work\_old\07-Outputs and schedules.srex";"Email to the Seal (Email Device)";;;;;;;;;;
ReportOutputName;"\work\_old\07-Outputs and schedules.srex";"CSV File (Folder Device)";;;;;;;;;;
ReportDisplayName;"\work\_old\add row number column in a pivot table2.srex";"add row number column in a pivot table2";;;;;;;;;;
ReportViewName;"\work\_old\add row number column in a pivot table2.srex";"View";;;;;;;;;;
ReportViewName;"\work\_old\add row number column in a pivot table2.srex";"Model2";;;;;;;;;;
ReportViewName;"\work\_old\add row number column in a pivot table2.srex";"Data Table";;;;;;;;;;
ReportViewName;"\work\_old\add row number column in a pivot table2.srex";"Chart JS";;;;;;;;;;
ReportDisplayName;"\work\_old\animation.srex";"animation";;;;;;;;;;
ReportViewName;"\work\_old\animation.srex";"View";;;;;;;;;;
ReportViewName;"\work\_old\animation.srex";"Model";;;;;;;;;;
ReportViewName;"\work\_old\animation.srex";"Container";;;;;;;;;;
ReportViewName;"\work\_old\animation.srex";"Chart JS";;;;;;;;;;
ReportViewName;"\work\_old\animation.srex";"Chart Plotly";;;;;;;;;;
ReportDisplayName;"\work\_old\bug chartjs.srex";"bug chartjs";;;;;;;;;;
ReportViewName;"\work\_old\bug chartjs.srex";"View";;;;;;;;;;
ReportViewName;"\work\_old\bug chartjs.srex";"Model";;;;;;;;;;
ReportViewName;"\work\_old\bug chartjs.srex";"Container";;;;;;;;;;
ReportViewName;"\work\_old\bug chartjs.srex";"Chart JS";;;;;;;;;;
ReportViewName;"\work\_old\bug chartjs.srex";"Data Table";;;;;;;;;;
ReportOutputName;"\work\_old\bug chartjs.srex";"output (Folder Device)";;;;;;;;;;
ReportDisplayName;"\work\_old\bug enum.srex";"bug enum";;;;;;;;;;
ReportViewName;"\work\_old\bug enum.srex";"View";;;;;;;;;;
ReportViewName;"\work\_old\bug enum.srex";"Model";;;;;;;;;;
ReportViewName;"\work\_old\bug enum.srex";"Container";;;;;;;;;;
ReportViewName;"\work\_old\bug enum.srex";"Page Table";;;;;;;;;;
ReportViewName;"\work\_old\bug enum.srex";"rt Plotly";;;;;;;;;;
ReportViewName;"\work\_old\bug enum.srex";"Data Table";;;;;;;;;;
ReportDisplayName;"\work\_old\bug error validation.srex";"bug error validation";;;;;;;;;;
ReportViewName;"\work\_old\bug error validation.srex";"View";;;;;;;;;;
ReportViewName;"\work\_old\bug error validation.srex";"Model";;;;;;;;;;
ReportViewName;"\work\_old\bug error validation.srex";"Data Table";;;;;;;;;;
ReportViewName;"\work\_old\bug error validation.srex";"Restrictions";;;;;;;;;;
ReportDisplayName;"\work\_old\bug export.srex";"bug export";;;;;;;;;;
ReportViewName;"\work\_old\bug export.srex";"View";;;;;;;;;;
ReportViewName;"\work\_old\bug export.srex";"Model";;;;;;;;;;
ReportViewName;"\work\_old\bug export.srex";"Data Table";;;;;;;;;;
ReportOutputName;"\work\_old\bug export.srex";"output (Folder Device)";;;;;;;;;;
ReportDisplayName;"\work\_old\bug free sql tree view.srex";"bug free sql tree view";;;;;;;;;;
ReportViewName;"\work\_old\bug free sql tree view.srex";"View";;;;;;;;;;
ReportViewName;"\work\_old\bug free sql tree view.srex";"Model";;;;;;;;;;
ReportViewName;"\work\_old\bug free sql tree view.srex";"Container";;;;;;;;;;
ReportViewName;"\work\_old\bug free sql tree view.srex";"Page Table";;;;;;;;;;
ReportViewName;"\work\_old\bug free sql tree view.srex";"Chart JS";;;;;;;;;;
ReportViewName;"\work\_old\bug free sql tree view.srex";"Chart NVD3";;;;;;;;;;
ReportViewName;"\work\_old\bug free sql tree view.srex";"Chart Plotly";;;;;;;;;;
ReportViewName;"\work\_old\bug free sql tree view.srex";"Data Table";;;;;;;;;;
ReportDisplayName;"\work\_old\bug input.srex";"bug input";;;;;;;;;;
ReportViewName;"\work\_old\bug input.srex";"view";;;;;;;;;;
ReportViewName;"\work\_old\bug input.srex";"model";;;;;;;;;;
ReportViewName;"\work\_old\bug input.srex";"Container";;;;;;;;;;
ReportViewName;"\work\_old\bug input.srex";"Page Table";;;;;;;;;;
ReportViewName;"\work\_old\bug input.srex";"Chart JS";;;;;;;;;;
ReportViewName;"\work\_old\bug input.srex";"Chart NVD3";;;;;;;;;;
ReportViewName;"\work\_old\bug input.srex";"Chart Plotly";;;;;;;;;;
ReportViewName;"\work\_old\bug input.srex";"Data Table";;;;;;;;;;
ReportViewName;"\work\_old\bug input.srex";"Restrictions";;;;;;;;;;
ReportViewName;"\work\_old\bug input.srex";"Free";;;;;;;;;;
ReportDisplayName;"\work\_old\bug mongo.srex";"bug mongo";;;;;;;;;;
ReportViewName;"\work\_old\bug mongo.srex";"View";;;;;;;;;;
ReportViewName;"\work\_old\bug mongo.srex";"Model";;;;;;;;;;
ReportViewName;"\work\_old\bug mongo.srex";"Container";;;;;;;;;;
ReportViewName;"\work\_old\bug mongo.srex";"Page Table";;;;;;;;;;
ReportViewName;"\work\_old\bug mongo.srex";"Chart JS";;;;;;;;;;
ReportViewName;"\work\_old\bug mongo.srex";"Chart NVD3";;;;;;;;;;
ReportViewName;"\work\_old\bug mongo.srex";"Chart Plotly";;;;;;;;;;
ReportViewName;"\work\_old\bug mongo.srex";"Data Table";;;;;;;;;;
ReportOutputName;"\work\_old\bug mongo.srex";"Destination (Folder Device)";;;;;;;;;;
ReportDisplayName;"\work\_old\bug nvd3.srex";"bug nvd3";;;;;;;;;;
ReportViewName;"\work\_old\bug nvd3.srex";"View";;;;;;;;;;
ReportViewName;"\work\_old\bug nvd3.srex";"Model";;;;;;;;;;
ReportViewName;"\work\_old\bug nvd3.srex";"Container";;;;;;;;;;
ReportViewName;"\work\_old\bug nvd3.srex";"Chart JS";;;;;;;;;;
ReportViewName;"\work\_old\bug nvd3.srex";"Data Table";;;;;;;;;;
ReportViewName;"\work\_old\bug nvd3.srex";"Chart NVD3";;;;;;;;;;
ReportViewName;"\work\_old\bug nvd3.srex";"Chart Plotly";;;;;;;;;;
ReportOutputName;"\work\_old\bug nvd3.srex";"output (Folder Device)";;;;;;;;;;
ReportDisplayName;"\work\_old\bug refresh free sql.srex";"bug refresh free sql";;;;;;;;;;
ReportViewName;"\work\_old\bug refresh free sql.srex";"View";;;;;;;;;;
ReportViewName;"\work\_old\bug refresh free sql.srex";"Model";;;;;;;;;;
ReportViewName;"\work\_old\bug refresh free sql.srex";"Container";;;;;;;;;;
ReportViewName;"\work\_old\bug refresh free sql.srex";"Page Table";;;;;;;;;;
ReportViewName;"\work\_old\bug refresh free sql.srex";"Chart JS";;;;;;;;;;
ReportViewName;"\work\_old\bug refresh free sql.srex";"Chart NVD3";;;;;;;;;;
ReportViewName;"\work\_old\bug refresh free sql.srex";"Chart Plotly";;;;;;;;;;
ReportViewName;"\work\_old\bug refresh free sql.srex";"Data Table";;;;;;;;;;
ReportDisplayName;"\work\_old\bug restrictions trigger.srex";"bug restrictions trigger";;;;;;;;;;
ReportViewName;"\work\_old\bug restrictions trigger.srex";"Orders";;;;;;;;;;
ReportViewName;"\work\_old\bug restrictions trigger.srex";"orders";;;;;;;;;;
ReportViewName;"\work\_old\bug restrictions trigger.srex";"Model Container";;;;;;;;;;
ReportViewName;"\work\_old\bug restrictions trigger.srex";"Page Table";;;;;;;;;;
